title,sjr,source_id,ss_id
Journal of Mind and Behavior,Q3,S145325817,
Journal of Nutrition and Food Security,Q4,S4210226751,ecce11ab-2a44-4769-8fc1-bbb2d67fd3b8
Journal of Popular Music Studies,Q2,S200275961,695dd5c7-57ce-4534-b3a8-792e733df29a
"Journal of Robotics, Networking and Artificial Life",Q4,S2765036865,
Journal of the Balkan Tribological Association,Q4,S65830309,73d16518-c4d0-48bd-8afa-b664de95305a
Labour/Le Travail,Q2,S140564781,
Mathematical Biology and Bioinformatics,Q4,S2764758691,
Modern Language Quarterly,Q1,S165503853,
Narrative,Q1,S149534432,d7b01780-3b66-4db8-9d3a-baa6d5fa0274
Peuce,Q3,,
Proceedings on Engineering Sciences,Q4,S4210223293,92892990-45df-48a8-9903-34ab91e41c2d
Public Historian,Q2,S51407351,
Research Results in Biomedicine,Q3,S4210180899,0c7efd2c-619e-4731-8f80-9c8f9d7a48a6
Shenyang Jianzhu Daxue Xuebao (Ziran Kexue Ban)/Journal of Shenyang Jianzhu University (Natural Science),Q3,,
Sociologia y Tecnociencia,Q3,,
South African Statistical Journal,Q4,S64246154,728b6ae7-3421-4f8e-a818-6d948e505b04
Spatium,Q1,S4210205486,5f907a49-83c4-4e2f-bf2f-8ceb783395da
"Swiss Archives of Neurology, Psychiatry and Psychotherapy",Q4,S4210190496,ee920792-5cd7-484b-8f11-c3756035dd03
Sylvia,Q4,S4210197076,d2142e64-69d1-4d51-bac6-b201e04ceccf
"Transactions of the Korean Society of Mechanical Engineers, A",Q4,S207434420,
Transdisciplinary Journal of Engineering and Science,Q3,S4210200317,
Word,Q2,S127649406,
Yakugaku Zasshi,Q3,S2764386467,e5c0d3a8-a841-43e3-83d3-211c7ac12803
Yearbook of Muslims in Europe,Q3,S4363604475,a4faff64-e757-428e-85c5-eccf1bbba349
Zeitgeschichte,Q2,S4210228691,90c1b88a-e5f0-482e-a43f-5a0a573bd03c
Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,Q4,S4363605028,f21a3c06-fcd3-4228-821d-1b5a0de475a2
Acta Ethnographica Hungarica,Q2,S199750970,e23b8078-02cd-4076-bde5-fe01719d4192
African Human Rights Law Journal,Q3,S97300331,7a8f095f-91db-47db-b8cf-a28075e089e7
Avaliacao Psicologica,Q4,,
Belleten,Q2,S4210225729,7d654e8b-109f-490a-8238-e02bdbacbb31
BioProducts Business,Q4,S4210172063,08bad6cd-6ba6-4710-a652-3440e0a642ce
British Wildlife,Q4,,
Chinese Journal of Orthopaedic Trauma,Q4,S2764424594,88a296bb-d628-4559-ae53-55f5cb7e9e68
Comparative Literature,Q1,S122855400,c7b26daa-3dbd-4354-8bf9-1543b6e1e688
Control and Cybernetics,Q4,S31609097,166aaacf-09db-495e-a50f-4787740012e0
Corporate Governance and Organizational Behavior Review,Q4,S2798529314,addd4473-6669-42aa-bc6c-ff2d34c0c265
Digital Studies/ Le Champ Numerique,Q3,,
DYNA (Colombia),Q4,,
Egyptian Journal of Histology,Q4,S4210178592,cfaf467e-04e2-4f10-aa34-5d912579e9c7
Electronics,Q4,S58031724,ccd8e532-73c6-414f-bc91-271bbb2933e2
Environmental and Planning Law Journal,Q3,S4210202820,bd4e8374-51bd-4753-840d-04d58e2431f2
Epidemiology Biostatistics and Public Health,Q4,S4387288692,9f32f3a3-54ad-4983-b47c-e6f4f9b3e947
FF Communications,Q2,S991559284,2892149c-dcab-4a1c-a07d-a5cbfc20b42c
Folia Oeconomica Stetinensia,Q4,S60441335,1f9756ab-3a9a-4268-b184-25a0f0d3b65f
Folklore (Estonia),Q2,,
Fontes Linguae Vasconum,Q2,S4306510688,26fe8c79-ba6c-4c7c-8bb2-09ae1a506be2
Geocarrefour,Q3,,
Gephyra,Q1,S4210221845,b2deeb73-b79f-44cb-a53b-c020ddfaacad
GLQ,Q2,S186804083,
Hedongli Gongcheng/Nuclear Power Engineering,Q4,,
"ICIC Express Letters, Part B: Applications",Q4,S2913458251,
IIUM Medical Journal Malaysia,Q4,S2737433699,
International Journal of American Linguistics,Q2,S155803336,082917ba-18ca-4e67-8e84-1d11a9634363
International Journal of Humanities and Arts Computing,Q3,S123953891,
Journal fur Entwicklungspolitik,Q4,,
Journal of Experimental Biology and Agricultural Sciences,Q4,S2764382758,d2d5b867-11cd-416c-aa46-9c38f19f5074
Journal of Forensic Science and Medicine,Q3,S4210202950,7fa5e600-9b36-46b5-8ecf-3e139d47cd04
Journal of Health Sciences and Surveillance System,Q4,S2764876752,0a1fb4f7-b122-459c-bf77-de7b35ffc8b4
Journal of Krishna Institute of Medical Sciences University,Q4,S2737633489,88edf4b1-0e39-4f2e-a8c9-347f15b59bbe
Journal of the Anatomical Society of India,Q4,,cded6d52-59c9-4166-a608-9583a5be652f
Journal of the National Academy of Forensic Engineers,Q3,S4210216142,879070cd-3170-4b21-9d9d-38efa10353c0
Journal of the South African Institution of Civil Engineering,Q4,S165737885,573f1010-074e-4ccf-91ee-b6cac5537392
Kung Cheng Je Wu Li Hsueh Pao/Journal of Engineering Thermophysics,Q4,,
Middle East Journal of Rehabilitation and Health Studies,Q4,S2764691960,
Modern American History,Q2,S4210198519,fd48ad2c-303f-487c-9772-9b2fbbc1c44b
National Medical Journal of India,Q4,S202230965,726ed403-7edd-4d97-9181-3fc597a5444f
Neuroscience and Behavioral Physiology,Q4,S109304216,85b26477-7344-4a25-a32d-136a2f1a50ce
New Frontiers in Translation Studies,Q2,S4210208455,
Osiris,Q2,S171385352,58eff8d3-2f53-4f3c-a233-7f027f459c15
Recent Patents on Mechanical Engineering,Q4,S48501630,4d52e2c8-31b8-4a07-adbd-cf36b67773e9
Reneng Dongli Gongcheng/Journal of Engineering for Thermal Energy and Power,Q4,,
Reports in Medical Imaging,Q4,S4210192167,1a8aca4c-ed74-40cc-883f-5f32e227edf4
Revista Brasileira de Estudos Politicos,Q3,S4306526184,
Revista Colombiana de Quimica,Q4,,
Revista de Geomorfologie,Q4,S4210218457,85839b2a-7dff-436f-a882-d01ffb58e276
Revista de Indias,Q2,S17550400,d5bb7572-7c40-4c65-a7b6-5e3acd8878c0
Revista de la Sociedad Geologica de Espana,Q4,,
Revista Ecuatoriana de Neurologia,Q4,S1020798745,
Revista Facultad de Medicina,Q4,S2739462270,
Scripta Classica Israelica,Q1,S4306529372,1fd3d3d6-a787-4f5f-9e37-a4b081249562
Sel'skokhozyaistvennaya Biologiya,Q4,,
SERIES: International Journal of TV Serial Narratives,Q1,,
SKASE Journal of Theoretical Linguistics,Q2,S4306530103,07b63c12-1951-445b-a257-eb0cb0bf2265
Slovo.ru: Baltic Accent,Q1,S4210170867,
Sociologija,Q3,S52866267,de4b1efe-f6d5-478f-a9ce-bf0cb1599bf2
Songklanakarin Journal of Science and Technology,Q3,S2737546210,
South Eastern European Journal of Public Health,Q4,S4306530489,bf9851fa-e7bc-4b78-aefc-0234bcdbf5bc
Vestnik Dermatologii i Venerologii,Q4,S2751822536,8a18ea71-eb49-4ad6-9d3d-14fce038c7c2
Zhonghua gan zang bing za zhi = Zhonghua ganzangbing zazhi = Chinese journal of hepatology,Q4,,
Acta Bioethica,Q4,S206176358,f0ef8e1b-044d-4056-9a80-a63cbd5ce6e3
Activitas Nervosa Superior,Q4,S4210214802,32a1fe59-07ba-4da4-ac42-5c6813c22313
Advances in Artificial Intelligence and Machine Learning,Q4,S4210238872,860ccb2d-f6df-4923-bb38-3649a5f7740c
AMHA - Acta Medico-Historica Adriatica,Q4,S4306500407,
Annales Instituti Archaeologici,Q3,S4306502213,6dc1d90b-48f6-4023-824f-5b64692d37ea
Antiquaries Journal,Q1,S16529866,
Arbor,Q2,S186663664,
Artificial Satellites,Q4,S131706786,abe3d4db-5d65-49ce-900b-5328ca0403ab
Asclepio,Q3,S1043533966,
Cadernos do Laboratorio Xeoloxico de Laxe,Q4,,
Canadian Theatre Review,Q1,S137426068,8adf0076-33c8-4140-92e9-191c47b68599
Chinese Critical Care Medicine,Q4,S2756189148,
Chinese Journal of Disease Control and Prevention,Q4,S2764800782,30415787-eb17-4da3-8720-abf7c953f241
Chinese Journal of Food Hygiene,Q4,S2764896115,0ba89e39-acfb-416d-b8ea-3be730bf093d
Classical Quarterly,Q1,S4210173305,c5bca819-9dc1-4690-9421-7898b080509d
Clinical Archives of Communication Disorders,Q4,S4210223587,ee7af531-cb6e-4cc7-a34d-e41716574a2e
Cogent Medicine,Q4,S2736414181,ced06c51-41bc-4609-9948-e75c373a7a01
"Dynamics of Continuous, Discrete and Impulsive Systems Series A: Mathematical Analysis",Q4,,
Economic Annals,Q4,S4210227272,
Electronic Communications of the EASST,Q4,,074da64c-9111-4c84-8f02-dcb1bc25a22d
European Journal of Psychotherapy and Counselling,Q4,,
European Journal of Spatial Development,Q3,,c330ca0c-f36d-4d0e-9671-c1482a48e656
GaBI Journal,Q3,,4d036fb9-b284-4d3d-8567-deac1e297afb
Genome Integrity,Q4,S139077791,68fd0ac6-cadb-4b0a-8797-bcd5a077ceeb
Geotechnical Engineering,Q4,S65113726,6ebd6018-89f9-4b83-a1ed-50267cd3c637
Historia 396,Q2,,fb243dbc-b82e-4acb-ae9e-52b8e615b65e
IEEE Pulse,Q4,S39385048,a1178955-3791-4d94-a81e-95bd39867ed2
International Journal of Autonomous and Adaptive Communications Systems,Q4,S191948775,48ca182d-0ad5-4f5c-a548-e945fab4f5fc
International Journal of Computational Geometry and Applications,Q4,S25827807,70fb7615-3fc5-4e1a-8833-52825b00ba10
International Journal of Designed Objects,Q1,S4210193827,
International Journal of e-Collaboration,Q4,S129960573,b50c7125-99d2-4138-82f5-65f4c4b0a5d7
Jornal Brasileiro de Patologia e Medicina Laboratorial,Q3,S12680414,b8b16040-b810-40b7-a8f9-23250c16f0e0
Journal of African Union Studies,Q3,S4210189426,ee929208-3627-4126-b313-cb936ed14202
Journal of Africana Religions,Q2,S2764804481,4e35b2f2-4df1-4bb8-8dcc-0f543a9a7db3
Journal of Cutaneous Immunology and Allergy,Q4,S4210211548,d67a8af4-4d6b-4b35-9cf7-5258a83c8615
Journal of Dentomaxillofacial Science,Q3,S4210229872,51d852d2-ea84-4c37-92db-c8484dea0551
Journal of Hard Tissue Biology,Q4,S39874079,f9ddfc9d-fdfc-4146-8764-519d3eef18e5
Journal of Hellenic Studies,Q1,S45659824,034ebe38-b7cc-429d-b4e2-50fb6ef1ecaa
Journal of International Trade Law and Policy,Q3,S83882168,1f30a5bb-8452-47a8-a9e3-851fb60a344a
Journal of Language Modelling,Q2,S4210167641,ebf61c5b-9177-46fb-8aee-20397ea9ca53
Journal of Pediatric Surgery Case Reports,Q3,S2764606553,38c72c79-b55c-446c-8a64-849e000fe3a7
Journal of the Egyptian Women's Dermatologic Society,Q4,,fd5402a9-8420-471b-b79e-0c57d09a12de
Khimiya Rastitel'nogo Syr'ya,Q4,,
Language and History,Q2,S123772029,
"Literatura: Teoria, Historia, Critica",Q1,,
Mana: Estudos de Antropologia Social,Q3,S86590594,
Mathematische Semesterberichte,Q4,S196823831,f38acbee-22b9-4bf1-8734-366ab1607c30
Mexican Journal of Biotechnology,Q4,S4210191166,258b7c89-0b22-4edb-97db-0655c322019d
Multimedia manual of cardiothoracic surgery : MMCTS / European Association for Cardio-Thoracic Surgery,Q4,,
Neurological Sciences and Neurophysiology,Q4,S4210221891,907b61ec-9ec7-4979-aacb-176722cbc81e
Ornitologia Colombiana,Q4,,
Pan-American Journal of Aquatic Sciences,Q4,,95e223d8-7ffa-47b8-a4a4-18b2ae1de6bd
Parameters,Q2,S142190462,ea0d0e77-8cd3-4318-b79f-c03b31c1b683
Peace Review,Q3,S32869912,4445c93b-81e7-4b48-902d-dbc4d47109d7
Perspectivas em Ciencia da Informacao,Q2,,
Photographies,Q1,S174994954,7292d5f3-c173-4014-badd-f35e2ea43570
Popolazione e Storia,Q2,S4306522825,1da3fc0a-e5d8-448f-9d27-6e7a472ea808
Postepy Higieny i Medycyny Doswiadczalnej,Q4,,
Profilakticheskaya Meditsina,Q4,,2fb5d9df-36ac-4f23-83b9-d5d4df11658e
Rendiconti dell'Istituto di Matematica dell'Universita di Trieste,Q4,,
Revista Alicantina de Estudios Ingleses,Q1,S4210180411,6d13da8f-0607-4c5f-bc42-2a092732c536
Revista Mexicana de Psicologia,Q4,,
Sicilia Antiqva,Q2,,
Studii de Lingvistica,Q2,,3ad1f1fb-2355-403e-b3e4-3f037d54cf59
Theory and Applications of Graphs,Q4,S4210223220,77611c27-852d-438c-9ff4-b764f76777eb
Tijdschrift voor Psychiatrie,Q4,S2756162413,35d0d43e-db87-416d-8717-f6662e4b944a
Video Journal of Education and Pedagogy,Q4,S4210210176,671477dd-75e8-454a-8157-08ecefa2cef7
Yosetsu Gakkai Shi/Journal of the Japan Welding Society,Q4,,
Acta Scientiae Veterinariae,Q4,S167064729,b9a714cb-8066-41c1-96fd-61090a8a6c25
AlBayan,Q2,,
American Indian Culture and Research Journal,Q3,S32628711,7248a489-6091-4a1e-90ba-18189a06ae17
American Malacological Bulletin,Q4,S32133967,5e982d04-876b-44aa-b96a-08f3fa15c19a
Annales de la Fondation Louis de Broglie,Q4,S4306502173,cc221755-0524-4f70-ac9c-a1a61e66fb50
Annales de Pathologie,Q4,S188519406,0d51e883-68ac-4747-89a7-012321d69593
Architecture and Engineering,Q3,S4210234533,41cdd025-327c-41a8-ba5c-6df913253556
Asian Journal of Peacebuilding,Q3,S4210184992,2d428f57-f36a-45cf-b971-45b67f8866ac
Cadernos Pagu,Q3,S179029225,d3cd3811-d20e-47ef-86c0-da1db329feea
Ceska a Slovenska Farmacie,Q3,S4306505894,
Critical Stages,Q2,,986af519-dbf3-4a62-8133-95de9744d171
Current Problems in Cancer: Case Reports,Q4,S4210194447,1fa9ea8f-4aea-4efe-88e5-138634b8f67e
Current Proteomics,Q4,S180224076,
CyberGeo,Q3,S4210172843,f0d71768-305b-4ca7-9ac5-9f2521359801
Ethics and the Environment,Q2,S4210218449,788f626b-4655-4472-8763-305a081ec23b
European Pharmaceutical Law Review,Q3,S2764722597,038136c3-e464-4437-9b43-9923bd90eb1c
Farmakoekonomika,Q4,S2764615430,
Greek and Roman Musical Studies,Q1,S4210229431,bf0e1943-5bed-488e-a5c3-323dbcc1203d
Guofang Keji Daxue Xuebao/Journal of National University of Defense Technology,Q4,,
Human Biology,Q4,S179381287,
International Journal of Materials and Product Technology,Q4,S130031549,cb613d52-372b-44a6-a751-f67d5225fe3f
Jewish Quarterly Review,Q2,S38956312,
Journal of Algebraic Systems,Q4,S4306515309,d901a54e-7233-49c8-9ad5-a2a250859e81
Journal of Gerontology and Geriatrics,Q4,S4210225822,02cf2060-e27b-4c08-80e5-4f76886f13d5
Journal of Modern European History,Q2,S152402304,9033e0b2-590f-4e7b-b39d-cc77b9c271b6
Journal of Print and Media Technology Research,Q2,,38e608ee-5053-4b3f-b75e-486f82b419fc
Journal of Public Health and Emergency,Q3,S4210224349,19af5174-2850-451e-b4df-0020c7a9a2c2
Journal of Religion in Africa,Q2,S21143573,570983ab-48bf-4a30-b414-6e764f519137
Journal of Tropical Agriculture,Q4,S2765054543,b238c154-1759-479b-9cce-50409336d0f7
Koomesh,Q4,S4306517566,
Lecture Notes in Civil Engineering,Q4,S4210178770,b7d3368c-c634-4564-bb6d-48a9e9585a55
Malaysian Journal of Public Health Medicine,Q4,S2764517244,83842be4-6cba-4042-a018-72b9ad5b7e52
New directions for student leadership,Q4,S2764491574,71669b27-9474-4b63-9de8-23357f876fcb
Norteamerica,Q2,,
Nova Economia,Q4,S29581992,0bc64edf-9bdc-4c3f-a921-8588a1e926ca
Orbital,Q4,S2737921212,
Panacea,Q2,S2737723145,
Perspektivy Nauki i Obrazovania,Q2,,
Philosophia (Philippines),Q2,,
Problemy Radiatsiinoi Medytsyny ta Radiobiolohii,Q4,,
Proceedings of the Pakistan Academy of Sciences: Part B,Q4,,
Radioelectronics and Communications Systems,Q4,S4210186357,23ef3aa7-fbe8-4d6c-8954-bb2ebd42c168
Res Mobilis,Q1,S2738102620,
Review of Applied Socio-Economic Research,Q3,S2764770922,b8994ef1-3879-482b-87e9-e7756720a9dc
Revista Cientifica de la Sociedad Espanola de Enfermeria Neurologica,Q4,,
"Revista Proyecto, Progreso, Arquitectura",Q2,S4210188646,
Revue d'Assyriologie et d'Archeologie Orientale,Q2,,
Russian Electronic Journal of Radiology,Q4,S4210209330,2a3482a2-ed82-4df5-a75b-a864ace225b9
Russian Review,Q1,S117819788,68455278-bfd1-4e87-a8ee-af47c13241ac
School Library Research,Q3,S2764773201,
Scientific Annals of Computer Science,Q4,S4210179375,97f085a2-b27a-48e9-8a8e-721c303cbc6a
Statistica Applicata,Q4,,
Statisztikai Szemle,Q3,S4210218785,86d028b5-d711-4926-b0f0-7bbe56194763
Studia Universitatis Babes-Bolyai Sociologia,Q3,,65015269-bd42-4241-9087-35ef1b901a55
TECHNE,Q3,S4306480521,a006427b-e66a-4ce9-a250-f6ac860d450a
Traditional and Integrative Medicine,Q4,S4210219089,bc4a8f01-2f5f-46c2-aa5f-fd9d692981d7
"Vytapeni, Vetrani, Instalace",Q4,,
Acta Agrestia Sinica,Q4,S4306500226,
Acta Cybernetica,Q4,S5962179,396366a4-a1ba-422b-a9ff-1471ee08eab8
Acta Polytechnica CTU Proceedings,-,S4210217590,7aa5fd7a-a241-47f8-a83b-45d3073e9817
Advanced Physical Research,Q4,S4306513883,
Advances in Radio Science,Q4,S181268587,300950a9-3556-4d7d-92ca-0afb6817dfde
Animation,Q2,S100062975,4e7dbb3e-4dc3-479e-a038-e92cd8446f4f
Annals of Thyroid,Q4,S4210187996,d2a54167-ed76-4bf7-b8e8-e4451671ffff
Applied Marketing Analytics,Q4,S4306502633,5df6a7a1-4046-4f62-aa62-c1ed7ea28063
Architecture and Urban Planning,Q2,S4210229526,32e7a71c-b239-4e10-a7b1-8d8546389f7a
Autoctonia,Q2,S4210214574,
Aviakosmicheskaia i ekologicheskaia meditsina = Aerospace and environmental medicine,Q4,,
Casopis Lekaru Ceskych,Q4,,a037e34e-c0f8-4d0a-b70f-b9a8e6eb05f5
China Petroleum Processing and Petrochemical Technology,Q4,,f853ad49-26fc-4b7f-a0f8-c9d6943567f2
Comparative Legilinguistics,Q2,S4210208681,25e3fa83-1949-4ec6-83e1-4722be164d9b
Croatian International Relations Review,Q3,S2737286637,f65bebac-f2fd-49a6-813d-87ad3a5fc572
Defect and Diffusion Forum,Q4,S82754758,d3994b05-3938-4873-b8bf-82547d41f667
Dutch Crossing,Q2,S201345032,
Early Science and Medicine,Q2,S37570601,9187cab9-407b-422f-be98-5d17d6a9fe41
ECTI Transactions on Computer and Information Technology,Q4,S4210240187,05969663-b56b-4ae8-b9af-49326c3f8066
Elia,Q2,S4210209207,
European Journal of East Asian Studies,Q2,S48499399,d316ee32-7fe2-46d7-9f57-9d955b132a8a
Financial and Credit Activity: Problems of Theory and Practice,Q4,S4210175534,
Food Processing: Techniques and Technology,Q4,S4210186060,
Frontiers in Biomedical Technologies,Q3,S4210201966,40b7aa93-eaf6-4a0e-aa29-ae19f3634878
Frontiers in Emergency Medicine,Q3,S4210237682,68013456-2f0a-4b8e-b7b8-b061ca431847
Green Letters,Q1,S2764420735,
Hacienda Publica Espanola,Q4,,f9c3b24a-d80b-47eb-8eb9-9be8023ba83f
Indian Journal of Agricultural Sciences,Q4,S182975812,eec3ddd5-202d-4937-84d3-4f90e6d59218
International Journal of Applied Management Science,Q4,S199699369,e46136a2-5649-4b10-90c2-120d87b1b072
International Journal of Intelligent Enterprise,Q4,S137885350,e29b313c-5b8f-43ff-94a0-6cf4c2690879
International Journal of Power and Energy Systems,Q4,S156287787,4c5ebfa4-7b71-4afa-8c3a-8c50190880d5
"International Journal of Services, Technology and Management",Q4,S154565395,
International Journal of Wireless and Mobile Computing,Q4,S168395412,754d7df7-87b4-4a3b-bd84-1443fd50efff
Jisuanji Fuzhu Sheji Yu Tuxingxue Xuebao/Journal of Computer-Aided Design and Computer Graphics,Q4,,
Jokull,Q4,S3356162,
Journal of Asian Midwives,Q4,,49ce3734-7f85-4784-b6c2-f50f650ac496
Journal of Computing and Information Technology,Q4,S98565333,
Journal of Data Protection and Privacy,Q3,,
Journal of Ecumenical Studies,Q2,S2764625074,fdc8ab85-a99d-484f-a5c7-598cbc23c148
Journal of Electrical Engineering (China),Q4,,
Journal of Endocrinology and Metabolism,Q4,S2755439498,0ce82ebb-3251-437a-a5a2-6fcebe8324d3
Journal of Radiology Case Reports,Q3,S52223535,bc6ffbec-aee7-47b5-b220-4b8665bc837f
Journal of Siberian Federal University - Biology,Q4,S4210173362,
Journal of Stomatology,Q4,S2898482364,f72d6921-904e-438f-96c8-525fe45497cc
Mathematical Gazette,Q4,S2764830807,992e3995-f295-4778-a913-3fe2f227da3f
Medicina Moderna,Q4,S4210223738,
Middle East Policy,Q3,S199718347,8ac3a28a-d57d-4d48-a650-b636875ee093
Modern Electronic Materials,Q4,S2898210884,1bdcf4a2-e57b-449b-b1bb-cc645f88a41c
Oral and Maxillofacial Surgery Cases,Q4,S2898318470,43bcd416-34b3-4cac-aea9-7aca615d0b96
Organization Development Journal,Q4,S4210189271,bdd944f1-2aa9-46ca-ae09-18bd94f5a7c9
Organon F,Q2,S159011561,86571399-f70b-44f5-8dca-be76d34fce16
Periodicum Biologorum,Q4,S152150123,27dde124-1f99-4599-85a7-1edf5110c5cb
Radical Philosophy Review,Q2,S4210187656,c59be6f3-de33-4e52-a403-2ae45120a8a7
Revista Austral de Ciencias Sociales,Q3,S4210186962,753cfdde-4af5-446b-941d-4d6ccb0d1632
Rynek Energii,Q4,S48392412,4c5207cb-7608-4deb-82df-8f612b502d91
"Scientia Sinica: Physica, Mechanica et Astronomica",Q4,,
Signa,Q1,S79994099,
Studies in Russian and Soviet Cinema,Q2,S121734596,e2b3b497-302f-4426-b11c-703e186c2f07
Sudosteuropa,Q2,,
Textual Practice,Q1,S146642094,48153fdc-5fc8-4565-b488-c2c1d5f563e1
Tokai Journal of Experimental and Clinical Medicine,Q4,S2756020757,
Transfers,Q4,S4210216310,
Turyzm/Tourism,Q3,S4210174511,
Universitas Scientiarum,Q3,S4210180477,9816a85a-22d1-4b22-8696-e490d8fe1b6f
University of Western Australia Law Review,Q3,S2764635068,98d912a5-f449-44de-9443-9f124d11c31c
Acta Medica Iranica,Q4,S2754060852,82cd0ea6-8fa7-4bd0-86f6-389143b27ca9
Agenda Setting Journal,Q3,S4210192945,
Annals of Economics and Finance,Q4,S168680943,b03ecd6f-85f8-475d-b91d-9dffa39f93ad
B-ENT,Q4,S4210221531,50393e6f-da40-4379-bd88-12c76609b664
Black Theology,Q2,S203808000,8e8aaa54-0fce-4855-8cfe-197fe55d1b26
Brussels Studies,Q2,S2736712646,7b0e1497-09cf-438c-bbd0-c6473a3fb2fe
Caracol,Q2,S4210228794,4b4d7749-bc7d-43af-8c8a-19f2fcd3fb45
Casopis za Suvremenu Povijest,Q2,,
Chinese Journal of Plastic and Reconstructive Surgery,Q4,S4210184333,e8a118ec-c384-446a-970d-436f8f91b28b
Comptes Rendus de L'Academie Bulgare des Sciences,Q3,,
Constructional Approaches to Language,Q2,S4210205655,9a2958ae-a681-4532-96a7-04b818e67c26
Cuadernos de Geografia: Revista Colombiana de Geografia,Q4,,
Current Topics in Nutraceutical Research,Q4,S143583143,e74fa588-47e0-4394-aaa8-99bcba8e2a4e
Deleuze and Guattari Studies,Q1,S4210232634,f42a7b79-8aec-42b4-ba98-44721ecc6b2d
Entomologica Americana,Q4,S30808908,7c50bf84-26cc-412b-b966-4833b9d6ecdc
Epites-Epiteszettudomany,Q2,,
European Journal of English Studies,Q1,S123214626,042ce539-df49-4434-a39f-2148f2dd89a8
Finance a Uver - Czech Journal of Economics and Finance,Q4,S1041061247,
Genealogy,Q4,S4210193723,4f8f752b-cef3-47f0-a21f-76c00817fc18
Glasnik - Srpskog Geografskog Drustva,Q4,S4210185654,
GSA Field Guides,Q4,S2764498754,
Historia Contemporanea,Q2,S4210187581,
International Journal of Computational Methods and Experimental Measurements,Q4,S2764893330,
International Journal of Mining and Geo-Engineering,Q4,S4306514012,6ba46695-2d50-4fea-b4b2-6ee7f431acbc
Irish Judicial Studies Journal,Q3,,
Israel Journal of Veterinary Medicine,Q4,S151009755,ee109b59-f104-41f7-962e-35f3f39ae0da
Izquierdas,Q2,S2737730066,e8527156-3ebc-41c7-8824-c53fd22f7f63
Journal of Engineering and Sustainable Development,Q4,S4306515541,e7bcf2b6-37e8-4d05-884b-11705e453dbd
Journal of Information Systems and Telecommunication,Q4,S4306515657,b5c0cc0c-db1b-4e2a-aabb-16444cc5a2c9
Journal of Microelectronics and Electronic Packaging,Q4,S2764406421,5a3d9269-db7c-46fa-9e1e-97aa10db2aa0
Journal of Research and Innovation in Food Science and Technology,Q4,,
Journal of Sichuan University (Medical Science),Q4,S4306516069,
Journal of Spanish Cultural Studies,Q2,S114942565,768b1360-9e6d-482f-9feb-147afe96f146
Journal of the Korean Chemical Society,Q4,S129278335,693a77d1-c7ad-4d0d-83d5-47de37b942ae
Journal of the National Science Foundation of Sri Lanka,Q3,S201081534,c73fe401-b077-4c96-b32a-5cb0c6dd7e5d
Journal of the Society for American Music,Q2,S143563916,17de3696-6315-468b-93ed-596f00167a8c
Journal of World History,Q2,S52423121,681b0d88-6cb0-4f4b-8572-a62c0c395786
Laryngo- Rhino- Otologie,Q4,S140305009,
"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering",Q4,S4393917809,
Lenguas Modernas,Q3,S2739125951,e8927ea5-5db1-46ed-b83d-183ac3d10279
Material Religion,Q2,S144112324,d0b1609f-3ed3-45d4-b6ca-67b82ddaa770
Materials China,Q4,S2764782236,8dd039f4-545d-4f04-85ff-1815fa1a07f3
Materials Research Proceedings,Q2,S4210218293,
Milton Quarterly,Q1,S201910397,4221f489-2928-41b7-be99-dd3759abb6b4
Mission Studies,Q2,S27308184,49330b98-c014-4265-b234-8ff4e5e0c341
Muzikoloski Zbornik,Q2,,
Nurture,Q4,S4363607063,6ac55111-ebbb-4d19-ab4f-3e4019acdb59
OBM Genetics,Q4,S4210236586,8bbee790-63d6-449c-871b-0279db8eaf1d
"Obstetrics, Gynaecology and Reproductive Medicine",Q3,S4210234724,
Open Ophthalmology Journal,Q4,S124467324,f2bc1e36-2de4-4b73-94cf-d65ab3bfb5b3
Pakistan Journal of Nematology,Q4,S2764703708,749e43ee-58c5-42d5-911f-556d7facbf6e
Philologus,Q1,S25145487,
Physics and Chemistry of Glasses: European Journal of Glass Science and Technology Part B,Q4,S193791498,
Public Sector Economics,Q4,S4210183797,362b66ea-6347-449e-918a-fa9e055ed277
Queueing Models and Service Management,Q4,,
"Region: Regional Studies of Russia, Eastern Europe, and Central Asia",Q2,S4210218659,09945a4f-1c98-42ba-8605-58c029483dd8
Regulatory Mechanisms in Biosystems,Q4,S4210172766,15a11a27-c99a-4429-9a49-1831c7f5bad8
Revista Alergia Mexico,Q4,,
Revista de Agricultura Neotropical,Q4,S2738848025,d8c5d34e-e9f6-4b7c-877e-de4579a18e0e
Revista de Medicina y Cine,Q2,S4306527008,
Russian Journal of Forest Science,Q4,,
"Sarkomy Kostej, Magkih Tkanej i Opuholi Kozi",Q4,,
Science and Engineering Journal,Q4,S19016632,
South African Journal of Bioethics and Law,Q3,S2737275689,d2380774-6a4e-4583-9729-df769a93d744
South African Journal on Human Rights,Q3,S115424580,b1ba3c67-b2ed-47f8-8220-7015821c92a1
"Space and Culture, India",Q2,S4210213029,c522dc52-ba6b-4f68-86d6-52f8f4cbe3dd
Spiegel der Letteren,Q1,S159765434,fca012e5-0688-4ddc-904c-12c334f51d8e
