title,SJR Best Quartile,source_id
GaBI Journal,Q3,
Genome Integrity,Q4,S139077791
Geotechnical Engineering,Q4,S65113726
Historia 396,Q2,
IEEE Pulse,Q4,S39385048
International Journal of Autonomous and Adaptive Communications Systems,Q4,S191948775
International Journal of Computational Geometry and Applications,Q4,S25827807
International Journal of Designed Objects,Q1,S4210193827
International Journal of e-Collaboration,Q4,S129960573
Jornal Brasileiro de Patologia e Medicina Laboratorial,Q3,S12680414
Journal of African Union Studies,Q3,S4210189426
Journal of Africana Religions,Q2,S2764804481
Journal of Cutaneous Immunology and Allergy,Q4,S4210211548
Journal of Dentomaxillofacial Science,Q3,S4210229872
Journal of Hard Tissue Biology,Q4,S39874079
Journal of Hellenic Studies,Q1,S45659824
Journal of International Trade Law and Policy,Q3,S83882168
Journal of Language Modelling,Q2,S4210167641
Journal of Pediatric Surgery Case Reports,Q3,S2764606553
Journal of the Egyptian Women's Dermatologic Society,Q4,
Khimiya Rastitel'nogo Syr'ya,Q4,
Language and History,Q2,S123772029
"Literatura: Teoria, Historia, Critica",Q1,
Mana: Estudos de Antropologia Social,Q3,S86590594
Mathematische Semesterberichte,Q4,S196823831
Mexican Journal of Biotechnology,Q4,S4210191166
Multimedia manual of cardiothoracic surgery : MMCTS / European Association for Cardio-Thoracic Surgery,Q4,
Neurological Sciences and Neurophysiology,Q4,S4210221891
Ornitologia Colombiana,Q4,
Pan-American Journal of Aquatic Sciences,Q4,
Parameters,Q2,S142190462
Peace Review,Q3,S32869912
Perspectivas em Ciencia da Informacao,Q2,
Photographies,Q1,S174994954
Popolazione e Storia,Q2,S4306522825
Postepy Higieny i Medycyny Doswiadczalnej,Q4,
Profilakticheskaya Meditsina,Q4,
Rendiconti dell'Istituto di Matematica dell'Universita di Trieste,Q4,
Revista Alicantina de Estudios Ingleses,Q1,S4210180411
Revista Mexicana de Psicologia,Q4,
Sicilia Antiqva,Q2,
Studii de Lingvistica,Q2,
Theory and Applications of Graphs,Q4,S4210223220
Tijdschrift voor Psychiatrie,Q4,S2756162413
Video Journal of Education and Pedagogy,Q4,S4210210176
Yosetsu Gakkai Shi/Journal of the Japan Welding Society,Q4,
Acta Scientiae Veterinariae,Q4,S167064729
AlBayan,Q2,
American Indian Culture and Research Journal,Q3,S32628711
American Malacological Bulletin,Q4,S32133967
Annales de la Fondation Louis de Broglie,Q4,S4306502173
Annales de Pathologie,Q4,S188519406
Architecture and Engineering,Q3,S4210234533
Asian Journal of Peacebuilding,Q3,S4210184992
Cadernos Pagu,Q3,S179029225
Ceska a Slovenska Farmacie,Q3,S4306505894
Critical Stages,Q2,
Current Problems in Cancer: Case Reports,Q4,S4210194447
Current Proteomics,Q4,S180224076
CyberGeo,Q3,S4210172843
Ethics and the Environment,Q2,S4210218449
European Pharmaceutical Law Review,Q3,S2764722597
Farmakoekonomika,Q4,S2764615430
Greek and Roman Musical Studies,Q1,S4210229431
Guofang Keji Daxue Xuebao/Journal of National University of Defense Technology,Q4,
Human Biology,Q4,S179381287
International Journal of Materials and Product Technology,Q4,S130031549
Jewish Quarterly Review,Q2,S38956312
Journal of Algebraic Systems,Q4,S4306515309
Journal of Gerontology and Geriatrics,Q4,S4210225822
Journal of Modern European History,Q2,S152402304
Journal of Print and Media Technology Research,Q2,
Journal of Public Health and Emergency,Q3,S4210224349
Journal of Religion in Africa,Q2,S21143573
Journal of Tropical Agriculture,Q4,S2765054543
Koomesh,Q4,S4306517566
Lecture Notes in Civil Engineering,Q4,S4210178770
Malaysian Journal of Public Health Medicine,Q4,S2764517244
New directions for student leadership,Q4,S2764491574
Norteamerica,Q2,
Nova Economia,Q4,S29581992
Orbital,Q4,S2737921212
Panacea,Q2,S2737723145
Perspektivy Nauki i Obrazovania,Q2,
Philosophia (Philippines),Q2,
Problemy Radiatsiinoi Medytsyny ta Radiobiolohii,Q4,
Proceedings of the Pakistan Academy of Sciences: Part B,Q4,
Radioelectronics and Communications Systems,Q4,S4210186357
Res Mobilis,Q1,S2738102620
Review of Applied Socio-Economic Research,Q3,S2764770922
Revista Cientifica de la Sociedad Espanola de Enfermeria Neurologica,Q4,
"Revista Proyecto, Progreso, Arquitectura",Q2,S4210188646
Revue d'Assyriologie et d'Archeologie Orientale,Q2,
Russian Electronic Journal of Radiology,Q4,S4210209330
Russian Review,Q1,S117819788
School Library Research,Q3,S2764773201
Scientific Annals of Computer Science,Q4,S4210179375
Statistica Applicata,Q4,
Statisztikai Szemle,Q3,S4210218785
Studia Universitatis Babes-Bolyai Sociologia,Q3,
TECHNE,Q3,S4306480521
Traditional and Integrative Medicine,Q4,S4210219089
"Vytapeni, Vetrani, Instalace",Q4,
Acta Agrestia Sinica,Q4,S4306500226
Acta Cybernetica,Q4,S5962179
Acta Polytechnica CTU Proceedings,-,S4210217590
Advanced Physical Research,Q4,S4306513883
Advances in Radio Science,Q4,S181268587
Animation,Q2,S100062975
Annals of Thyroid,Q4,S4210187996
Applied Marketing Analytics,Q4,S4306502633
Architecture and Urban Planning,Q2,S4210229526
Autoctonia,Q2,S4210214574
Aviakosmicheskaia i ekologicheskaia meditsina = Aerospace and environmental medicine,Q4,
Casopis Lekaru Ceskych,Q4,
China Petroleum Processing and Petrochemical Technology,Q4,
Comparative Legilinguistics,Q2,S4210208681
Croatian International Relations Review,Q3,S2737286637
Defect and Diffusion Forum,Q4,S82754758
Dutch Crossing,Q2,S201345032
Early Science and Medicine,Q2,S37570601
ECTI Transactions on Computer and Information Technology,Q4,S4210240187
Elia,Q2,S4210209207
European Journal of East Asian Studies,Q2,S48499399
Financial and Credit Activity: Problems of Theory and Practice,Q4,S4210175534
Food Processing: Techniques and Technology,Q4,S4210186060
Frontiers in Biomedical Technologies,Q3,S4210201966
Frontiers in Emergency Medicine,Q3,S4210237682
Green Letters,Q1,S2764420735
Hacienda Publica Espanola,Q4,
Indian Journal of Agricultural Sciences,Q4,S182975812
International Journal of Applied Management Science,Q4,S199699369
International Journal of Intelligent Enterprise,Q4,S137885350
International Journal of Power and Energy Systems,Q4,S156287787
"International Journal of Services, Technology and Management",Q4,S154565395
International Journal of Wireless and Mobile Computing,Q4,S168395412
Jisuanji Fuzhu Sheji Yu Tuxingxue Xuebao/Journal of Computer-Aided Design and Computer Graphics,Q4,
Jokull,Q4,S3356162
Journal of Asian Midwives,Q4,
Journal of Computing and Information Technology,Q4,S98565333
Journal of Data Protection and Privacy,Q3,
Journal of Ecumenical Studies,Q2,S2764625074
Journal of Electrical Engineering (China),Q4,
Journal of Endocrinology and Metabolism,Q4,S2755439498
Journal of Radiology Case Reports,Q3,S52223535
Journal of Siberian Federal University - Biology,Q4,S4210173362
Journal of Stomatology,Q4,S2898482364
Mathematical Gazette,Q4,S2764830807
Medicina Moderna,Q4,S4210223738
Middle East Policy,Q3,S199718347
Modern Electronic Materials,Q4,S2898210884
Oral and Maxillofacial Surgery Cases,Q4,S2898318470
Organization Development Journal,Q4,S4210189271
Organon F,Q2,S159011561
Periodicum Biologorum,Q4,S152150123
Radical Philosophy Review,Q2,S4210187656
Revista Austral de Ciencias Sociales,Q3,S4210186962
Rynek Energii,Q4,S48392412
"Scientia Sinica: Physica, Mechanica et Astronomica",Q4,
Signa,Q1,S79994099
Studies in Russian and Soviet Cinema,Q2,S121734596
Sudosteuropa,Q2,
Textual Practice,Q1,S146642094
Tokai Journal of Experimental and Clinical Medicine,Q4,S2756020757
Transfers,Q4,S4210216310
Turyzm/Tourism,Q3,S4210174511
Universitas Scientiarum,Q3,S4210180477
University of Western Australia Law Review,Q3,S2764635068
Acta Medica Iranica,Q4,S2754060852
Agenda Setting Journal,Q3,S4210192945
Annals of Economics and Finance,Q4,S168680943
B-ENT,Q4,S4210221531
Black Theology,Q2,S203808000
Brussels Studies,Q2,S2736712646
Caracol,Q2,S4210228794
Casopis za Suvremenu Povijest,Q2,
Chinese Journal of Plastic and Reconstructive Surgery,Q4,S4210184333
Comptes Rendus de L'Academie Bulgare des Sciences,Q3,
Constructional Approaches to Language,Q2,S4210205655
Cuadernos de Geografia: Revista Colombiana de Geografia,Q4,
Current Topics in Nutraceutical Research,Q4,S143583143
Deleuze and Guattari Studies,Q1,S4210232634
Entomologica Americana,Q4,S30808908
Epites-Epiteszettudomany,Q2,
European Journal of English Studies,Q1,S123214626
Finance a Uver - Czech Journal of Economics and Finance,Q4,S1041061247
Genealogy,Q4,S4210193723
Glasnik - Srpskog Geografskog Drustva,Q4,S4210185654
GSA Field Guides,Q4,S2764498754
Historia Contemporanea,Q2,S4210187581
International Journal of Computational Methods and Experimental Measurements,Q4,S2764893330
International Journal of Mining and Geo-Engineering,Q4,S4306514012
Irish Judicial Studies Journal,Q3,
Israel Journal of Veterinary Medicine,Q4,S151009755
Izquierdas,Q2,S2737730066
Journal of Engineering and Sustainable Development,Q4,S4306515541
Journal of Information Systems and Telecommunication,Q4,S4306515657
Journal of Microelectronics and Electronic Packaging,Q4,S2764406421
Journal of Research and Innovation in Food Science and Technology,Q4,
Journal of Sichuan University (Medical Science),Q4,S4306516069
Journal of Spanish Cultural Studies,Q2,S114942565
Journal of the Korean Chemical Society,Q4,S129278335
Journal of the National Science Foundation of Sri Lanka,Q3,S201081534
Journal of the Society for American Music,Q2,S143563916
Journal of World History,Q2,S52423121
Laryngo- Rhino- Otologie,Q4,S140305009
"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering",Q4,S4393917809
Lenguas Modernas,Q3,S2739125951
Material Religion,Q2,S144112324
Materials China,Q4,S2764782236
Materials Research Proceedings,-,S4210218293
Milton Quarterly,Q1,S201910397
Mission Studies,Q2,S27308184
Muzikoloski Zbornik,Q2,
Nurture,Q4,S4363607063
OBM Genetics,Q4,S4210236586
"Obstetrics, Gynaecology and Reproductive Medicine",Q3,S4210234724
Open Ophthalmology Journal,Q4,S124467324
Pakistan Journal of Nematology,Q4,S2764703708
Philologus,Q1,S25145487
Physics and Chemistry of Glasses: European Journal of Glass Science and Technology Part B,Q4,S193791498
Public Sector Economics,Q4,S4210183797
Queueing Models and Service Management,Q4,
"Region: Regional Studies of Russia, Eastern Europe, and Central Asia",Q2,S4210218659
Regulatory Mechanisms in Biosystems,Q4,S4210172766
Revista Alergia Mexico,Q4,
Revista de Agricultura Neotropical,Q4,S2738848025
Revista de Medicina y Cine,Q2,S4306527008
Russian Journal of Forest Science,Q4,
"Sarkomy Kostej, Magkih Tkanej i Opuholi Kozi",Q4,
Science and Engineering Journal,Q4,S19016632
South African Journal of Bioethics and Law,Q3,S2737275689
South African Journal on Human Rights,Q3,S115424580
"Space and Culture, India",Q2,S4210213029
Spiegel der Letteren,Q1,S159765434
Targets in Heterocyclic Systems,Q4,
Teorija in Praksa,Q3,S4210192867
Universitas Psychologica,Q4,S204228983
"Vestnik Tomskogo Gosudarstvennogo Universiteta, Biologiya",Q4,S4210200529
Voprosy Prakticheskoi Pediatrii,Q3,
Zeitschrift fur Dialektologie und Linguistik,Q2,
Annali di Ca Foscari Serie Orientale,Q2,S4210190034
Astronomy and Geophysics,Q4,S2764923129
Biblica et Patristica Thoruniensia,Q2,S4210229516
Bulletin for International Taxation,Q3,S4306505191
"Bulletin of Tokyo Dental College, The",Q4,S157584073
Control Engineering and Applied Informatics,Q4,S2764440388
Cross-Currents,Q2,S2739179003
Cuestiones Constitucionales,Q3,S2898087311
Current Treatment Options in Pediatrics,Q3,S4210189132
Developments in Ophthalmology,Q4,S2755539230
Dialog,Q2,S159328373
Etudes Rurales,Q2,S4210201324
Eurasian Journal of Chemistry,Q4,S2764829743
Fascism,Q2,S4210212767
Gedrag en Organisatie,Q4,S4306511191
Historia y Memoria,Q2,S2736402356
HIV and AIDS Review,Q4,S2764720568
Human Physiology,Q4,S173526038
Ibsen Studies,Q1,S4210169482
International Journal for Engineering Modelling,Q4,S4210169869
International Journal of Automotive Science and Technology,Q4,S4210200683
International Journal of Gerontology,Q4,S19156006
International Journal of Hindu Studies,Q2,S112509159
International Journal of Information and Management Sciences,Q4,S2764623020
International Journal of Reconfigurable and Embedded Systems,Q4,S4210222306
Iranian Economic Review,Q4,S2764934467
Islam - Zeitschrift fur Geschichte und Kultur des Islamischen Orients,Q2,
Issues in Information Systems,Q4,S4210199647
Italian Journal of Pure and Applied Mathematics,Q4,S2765069011
Journal of Applied Biological Chemistry,Q4,S104395123
Journal of Archival Organization,Q3,S96453962
Journal of Chiropractic Humanities,Q4,S31784138
Journal of Measurement and Evaluation in Education and Psychology,Q4,
Journal of Middle East Women's Studies,Q2,
Journal of Neonatal Surgery,Q3,S2764549079
Journal of Ocean Technology,Q4,S2913119120
Journal of Private Enterprise,Q4,S61971679
Journal of Public Health and Development,Q4,S4306515998
Journal of Regional Analysis and Policy,Q3,S2764372048
Korea Observer,Q3,S46506030
Kritike,Q2,S955065660
Las Torres De Lucca,Q2,S2738306786
Lebende Sprachen,Q3,S46578180
Lecture Notes in Bioengineering,Q4,S4210175960
Lithuanian Journal of Physics,Q4,S174892735
Majlesi Journal of Electrical Engineering,Q4,S2738761168
Monitoring and Analysis of Manufacturing Processes in Automotive Production,Q4,
Multiphase Science and Technology,Q4,S158630098
Nauchno-Prakticheskaya Revmatologiya,Q4,S4306402182
Online Journal of Animal and Feed Research,Q4,S2739109468
Pakistan Journal of Psychological Research,Q4,S2764714995
Pedagogy,Q2,S4210188992
Quaestio,Q2,S4210180823
Queen Mary Journal of Intellectual Property,Q3,S2764494206
Reinforced Plastics,Q4,S8244251
Revista de Literatura,Q1,S20455465
Revista Espanola de Antropologia Americana,Q3,
Revue d'Histoire des Sciences,Q3,S4210199209
REVUE ROUMAINE DE MATHEMATIQUES PURES ET APPLIQUEES,Q4,
Rivista di Filosofia del Diritto,Q2,S4306528611
Rivista Italiana della Medicina di Laboratorio,Q3,S4210223908
Russian journal of immunology : RJI : official journal of Russian Society of Immunology,Q4,
SEPM Special Publications,Q4,
Sociologija i Prostor,Q3,S67008070
Sociology Lens,Q2,S4387286883
"Zairyo/Journal of the Society of Materials Science, Japan",Q4,
Zhonghua wai ke za zhi [Chinese journal of surgery],Q4,S4363604908
"Acta Physica Polonica B, Proceedings Supplement",Q4,S4210192929
Acta Poloniae Pharmaceutica,Q3,S157208032
Agrochimica,Q4,S111356358
Ankara Universitesi Ilahiyat Fakultesi Dergisi,Q2,
Anuario do Instituto de Geociencias,Q4,
ASEAN Engineering Journal,Q4,S4210183791
Asian Theatre Journal,Q2,S160604857
Australian Educational Computing,Q4,S2737512260
Botanica Complutensis,Q4,S4306504891
Case Reports in Plastic Surgery and Hand Surgery,Q4,S4210215075
Cinta de Moebio,Q2,S86099896
Clinical Osteology,Q4,
Contaduria y Administracion,Q4,
Contemporary Levant,Q2,S4210220353
Contemporary Mathematics (Singapore),Q4,
De Medio Aevo,Q1,S4306507670
Dickens Quarterly,Q1,S193482937
Eastern African Literary and Cultural Studies,Q1,S4210181488
Electrical Engineering in Japan (English translation of Denki Gakkai Ronbunshi),Q4,
Enfermeria Nefrologica,Q4,
Environmental Geosciences,Q4,S1677857
Ethiopian Medical Journal,Q4,S132388096
Food Engineering Progress,Q4,S4210222016
Geneesmiddelenbulletin,Q4,S4210204373
Geographia Cassoviensis,Q4,S4210185020
Giornale Italiano di Farmacia Clinica,Q4,S4306511494
Hacettepe Egitim Dergisi,Q4,S1013089787
IEIE Transactions on Smart Processing and Computing,Q4,S2765077331
Indian Journal of Gynecologic Oncology,Q3,S2764358939
International and Comparative Law Review,Q3,S2764652499
International Journal of Data Analysis Techniques and Strategies,Q4,S118326976
International Journal of Energy Technology and Policy,Q4,S26450398
International Journal of Internet Protocol Technology,Q4,S97755082
International Journal of Mechanics,Q4,S25739708
International Journal of System of Systems Engineering,Q4,S84712792
ITEA Informacion Tecnica Economica Agraria,Q4,S39098163
Journal of African Films and Diaspora Studies,Q2,S4210215505
Journal of Agriculture and Environment for International Development,Q4,S2738463747
Journal of Applied Cosmetology,Q4,S2764895105
Journal of Chemistry and Technologies,Q4,S4210238065
Journal of Information Science Theory and Practice,Q3,S2737722906
Journal of Pediatric and Neonatal Individualized Medicine,Q3,S4306515947
Journal of Postcolonial Writing,Q1,S26362423
Journal of the Korean Society of Clothing and Textiles,Q3,S2764524308
Journal of Theoretical and Applied Mechanics (Bulgaria),Q4,
Jurnal Kimia Valensi,Q4,S4210214921
"Language, Discourse and Society",Q3,
Latvian Journal of Physics and Technical Sciences,Q4,S200299838
Neurology Asia,Q4,
Novos Estudos Juridicos,Q3,
NWIG New West Indian Guide,Q2,S1020997206
Obesity and Metabolism,Q4,S148394532
Pasavento,Q1,S2737496217
Pisevye Sistemy/Food Systems,Q4,
Pulmonologiya,Q4,S4210221960
Quarterly Review of Film and Video,Q2,S143466226
REC: CardioClinics,Q4,S4210182158
Revista Chilena de Fonoaudiologia,Q3,
Revista del Cuerpo Medico Hospital Nacional Almanzor Aguinaga Asenjo,Q4,
Revista Espanola de Derecho Canonico,Q2,
RiMe Rivista dell'Istituto di Storia dell'Europa Mediterranea,Q2,S4306528550
Rivista Italiana delle Sostanze Grasse,Q4,S66347800
Romanian Journal of Legal Medicine,Q4,S116312630
Scientific American,Q3,S100460328
Slovenske Divadlo,Q1,S4210226644
Sprache Stimme Gehor,Q4,
Synergies Italie,Q3,S2739227927
Acta Academiae Medicinae Sinicae,Q4,S2756433455
Acta Linguistica Hafniensia,Q3,S196188613
Archives of Breast Cancer,Q3,S4210173243
BioScope: South Asian Screen Studies,Q2,S160756826
Current Enzyme Inhibition,Q4,S192905621
Current Women's Health Reviews,Q4,
Deutsche Medizinische Wochenschrift,Q4,S38943393
Dialogue-Canadian Philosophical Review,Q2,
Dyna (Spain),Q4,
Endodontology,Q4,S126223282
Energetika,Q4,S4210187576
Escritura e Imagen,Q1,S4210229269
Etude de la Population Africaine,Q4,S85105959
Geoingegneria Ambientale e Mineraria,Q4,
Great Plains Research,Q4,S2764896820
Hobbes Studies,Q2,S115332500
IASPM Journal,Q2,S4210214895
IEEE AFRICON Conference,-,
Immunologiya,Q4,S4210218247
International Bulletin of Mission Research,Q2,S4210189742
International Journal of Practical Theology,Q2,S89953194
Issues in Science and Technology Librarianship,Q3,S4210182248
Jordan Journal for History and Archaeology,Q2,S4306515139
Journal of Advanced Pharmacy Education and Research,Q3,S4210230375
Journal of Advances in Medical and Biomedical Research,Q4,S4306515292
"Journal of Automation, Mobile Robotics and Intelligent Systems",Q4,S4210195376
Journal of Beijing Institute of Clothing Technology (Natural Science Edition),Q2,
Journal of Conflict Archaeology,Q2,S84354000
Journal of European Studies,Q3,S98916771
Journal of Food Distribution Research,Q4,S2765062947
Journal of Institutional Research South East Asia,Q4,
Journal of Jewish Studies,Q1,S105339107
Journal of Modern Turkish History,Q2,
Journal of the Korean Medical Association,Q4,S2764744571
Journal of Wound Management and Research,Q3,S4210233629
Korean Journal of Microbiology,Q4,S4210219379
"Law, Culture and the Humanities",Q2,S14949914
Natural Resources Journal,Q3,S74757465
New Theatre Quarterly,Q2,S65790007
Nordic Journal of International Law,Q3,S38593109
NTU Management Review,Q4,
Open Library of Humanities,Q2,S4210212096
Padjadjaran Jurnal Ilmu Hukum,Q3,S4210198817
Pensee,Q2,
Pharmaceutical Sciences Asia,Q3,S4210203042
Philosophia Reformata,Q2,S4210169512
Plant OMICS,Q4,S178029676
Politica Economica,Q3,S4306522742
Powder Metallurgy Progress,Q4,S4210206812
Praxis der Kinderpsychologie und Kinderpsychiatrie,Q4,S70583943
Produccion y Limpia,Q4,
Progress in Superconductivity and Cryogenics (PSAC),Q4,
Protetyka stomatologiczna,Q4,
Puerto Rico Health Sciences Journal,Q4,S2477703865
Punjab University Journal of Zoology,Q4,S4210168528
Purushartha,Q2,S2764928508
Revista de Economia del Rosario,Q4,
Revista de Metodos Cuantitativos para la Economia y la Empresa,Q4,
Revista de Psicologia de la Salud,Q4,
Revista Geografica Venezolana,Q4,
Revista Medica Clinica Las Condes,Q4,
Russian Language at School,Q3,S4210223563
Russian Physics Journal,Q4,S44010765
Scrinium,Q1,S4210179704
Ship Building of China,Q4,
Slovenska Literatura,Q1,
Sociologia e Antropologia,Q2,S2737396750
South African Journal of Surgery,Q4,S68167138
Studia Universitatis Babes-Bolyai Chemia,Q4,
Vivarium,Q2,S4210190838
Wordsworth Circle,Q1,S76961920
World Journal of English Language,Q1,S2764891064
Zhonghua lao dong wei sheng zhi ye bing za zhi = Zhonghua laodong weisheng zhiyebing zazhi = Chinese journal of industrial hygiene and occupational diseases,Q4,
Acta Pharmaceutica Sciencia,Q3,S4210233185
Archives des Maladies Professionnelles et de l'Environnement,Q4,S193557460
ASHRAE Transactions,-,S4306503283
"Body, Space and Technology",Q3,S4210234221
Bollettino Storico - Bibliografico Subalpino,Q2,S4393915136
Cahiers d'Etudes Africaines,Q2,
Chinese General Practice,Q3,S2764568147
Christian Higher Education,Q2,S150116334
Corporate and Business Strategy Review,Q4,S4210237355
Eunomia. Revista en Cultura de la Legalidad,Q3,
Food Science and Technology (United States),Q4,
Guocheng Gongcheng Xuebao/The Chinese Journal of Process Engineering,Q4,
High Temperatures - High Pressures,Q4,S195636103
Historical Studies in the Natural Sciences,Q3,S96327655
Indian Journal of Rheumatology,Q4,S5246876
Indian Journal of Surgery,Q4,S5027178
International Journal of Computers and their Applications,Q4,S67390379
International Journal of High Dilution Research,Q4,S2764825727
International Journal of Information Technologies and Systems Approach,Q4,S164667806
Iranian Journal of Neonatology,Q4,S2764922669
Irish Medical Journal,Q4,S117684900
ISLE Interdisciplinary Studies in Literature and Environment,Q1,S191591276
IWMI Research Report,Q4,
Journal for Continental Philosophy of Religion,Q2,S4210224566
Journal of Biomechanical Science and Engineering,Q4,S122673828
Journal of Conservation and  Museum Studies,Q2,S4210192172
Journal of Critical Infrastructure Policy,Q4,S4210221352
Journal of Environmental Science and Management,Q4,S2736963853
Journal of Integrated Circuits and Systems,Q4,S4210174384
Journal of Korean Academy of Psychiatric and Mental Health Nursing,Q4,S2764805904
Journal of Renal Injury Prevention,Q4,S2764348001
Journal of the American Oriental Society,Q2,S146822473
Judaica Bohemiae,Q2,S946872536
Keel ja Kirjandus,Q1,S4210189359
Labor: Studies in Working-Class History,Q2,S114448247
Lean Construction Journal,Q4,S4390297279
Materials Evaluation,Q4,S203414176
Metal ions in life sciences,Q4,S2764804101
Miedzy Oryginalem a Przekladem,Q1,
Military Medical Science Letters (Vojenske Zdravotnicke Listy),Q3,
New Criminal Law Review,Q3,S158181119
Population Review,Q4,S32314625
Proceedings of the Academy of Natural Sciences of Philadelphia,Q4,S4210231473
Przeglad Geograficzny,Q4,
Real Analysis Exchange,Q4,S2764760416
Recenti Progressi in Medicina,Q4,S2754753105
Review of Rabbinic Judaism,Q2,S52729405
Revista de Ciencias Agroveterinarias,Q4,
"Revista de Logopedia, Foniatria y Audiologia",Q4,
Scottish Journal of Geology,Q4,S90123000
Statistika,Q4,S4210203507
Turkish Journal of Physiotherapy and Rehabilitation,Q4,
Uchenye Zapiski Kazanskogo Universiteta. Seriya Estestvennye Nauki,Q4,
Zoologicheskii Zhurnal,Q4,
Anthropological Review,Q3,S4210198143
Archivo Teologico Granadino,Q2,
Arhiv za Farmaciju,Q3,S4210221777
Asian Biomedicine,Q4,S37617766
Asia-Pacific Journal of Innovation in Hospitality and Tourism,Q4,S4210240085
Axon (Italy),Q1,
Bank i Kredyt,Q4,S4306504014
Biharean Biologist,Q4,
BrewingScience,Q4,
Bulletin of the School of Oriental and African Studies,Q2,S4210171990
Desarrollo y Sociedad,Q3,S4210237174
Differences,Q2,S151331055
Education Therapeutique du Patient,Q4,
"EEA - Electrotehnica, Electronica, Automatica",Q4,
Entomon,Q4,S4210191742
Estudios Sociologicos,Q3,
Fuentes el Reventon Energetico,Q4,
Gastrointestinal Nursing,Q3,S74477906
Glottodidactica,Q3,S2764759293
Hepatic Oncology,Q4,S2764873731
Historia y Memoria de la Educacion,Q2,
Iberoamerican Journal of Development Studies,Q2,S2737938650
Infectio,Q4,S2898250041
International Journal for the Study of Skepticism,Q2,S2764368169
International Journal of Computer Aided Engineering and Technology,Q4,S5114360
International Journal of Early Childhood Learning,Q4,S4210196973
International Journal of Information Technology and Management,Q4,S169712084
International Journal of Public Policy,Q3,S188124791
International Journal of Social Ecology and Sustainable Development,Q4,S966797193
Inzynieria Mineralna,Q4,
Iranian Journal of Health Education and Health Promotion,Q3,
Italian Journal of Linguistics,Q3,S2764921196
Jahrbuch fur Wirtschaftsgeschichte,Q2,
Journal of Global Innovations in Agricultural Sciences,Q4,S4210192776
Journal of Gynecologic Surgery,Q4,S124037698
Journal of Image and Graphics(United Kingdom),Q4,
Journal of Inborn Errors of Metabolism and Screening,Q4,S4210204046
Journal of Literary Studies,Q1,S162378596
Journal of Tropical Life Science,Q4,S2764860916
Journal of Underrepresented and Minority Progress,Q2,
Kontakt,Q4,S2898477343
Kuste,Q4,
Language Problems and Language Planning,Q3,S3127688
Latin American Economic Review,Q4,S2737251658
London Review of International Law,Q3,S2735172618
Majalah Obat Tradisional,Q4,S4210214609
Mitteilungen des Kunsthistorischen Institutes in Florenz,Q2,S190806635
Nigerian Journal of Technological Development,Q4,S2737960338
On the W@terfront,Q2,
Otolaryngology Case Reports,Q4,S2898229552
Pakistan Journal of Scientific and Industrial Research Series A: Physical Sciences,Q4,
Phytotherapie,Q4,S4210169550
Polish Journal of Entomology,Q4,S2739134625
Prometeica,Q2,S4210199945
Psychologie du Travail et des Organisations,Q4,S8788103
Social Sciences in China,Q4,S30077822
Standort,Q3,S82969710
Stanovnistvo,Q4,S4210226873
Tecnologia y Ciencias del Agua,Q4,
Turk Osteoporoz Dergisi,Q4,
Verba Theologica,Q2,S4387282257
Yearbook of Phraseology,Q3,S4210168201
Zhurnal Voprosy Nejrokhirurgii Imeni N.N. Burdenko,Q4,
Zywnosc. Nauka. Technologia. Jakosc/Food. Science Technology. Quality,Q4,S4210196629
Aesthetic Cosmetology and Medicine,Q3,S4210233575
African Studies Quarterly,Q4,S2764846206
American Journal of Psychiatric Rehabilitation,Q4,S57920390
Anales de la Facultad de Medicina,Q4,S4210221842
Ancient Near Eastern Studies,Q1,S178494885
Archives of Veterinary Medicine,Q3,S4210188667
Avances en Psicologia Latinoamericana,Q4,S4393913335
Boletin de Investigaciones Marinas y Costeras,Q4,
Brill's Studies in Historical Linguistics,Q3,
British Columbia Medical Journal,Q4,S187656221
"Bulletin de l'Institut Scientifique, Section Sciences de la Terre",Q4,S2737369669
Canadian Journal of Speech-Language Pathology and Audiology,Q3,S962808433
Cardiovascular Medicine,Q4,S2595413687
Chinese Journal of Animal Nutrition,Q4,S2764863966
Community Eye Health Journal,Q4,S2755543789
Criminal Law Forum,Q3,S112088593
Diabetologie und Stoffwechsel,Q4,S26605106
Dissertationes Archaeologicae ex Instituto Archaeologico Universitatis de Rolando Eotvos Nominatae,Q3,
Economic Affairs (New Delhi),Q4,
Environmental Research and Technology,Q4,S4210209114
Estudos de Psicologia,Q4,S54753935
European Journal of Language Policy,Q3,S103271999
Gladius,Q2,S131995128
Gouvernement et Action Publique,Q4,S4210211667
Indian Journal of Community Health,Q4,S2737651596
Indian Journal of Economics and Development,Q4,S2764801045
Inner Asia,Q3,S4210235700
Interacao em Psicologia,Q4,
International Journal of Cardiovascular Sciences,Q4,S2764823528
International Journal of Electronic Healthcare,Q4,S78434584
International Journal of Human Capital in Urban Management,Q3,S4306513979
International Journal of Nano and Biomaterials,Q4,S183291161
Israa University Journal of Applied Science,Q3,
Journal of Biotechnology: X,Q4,S4210172220
Journal of Chinese Institute of Food Science and Technology,Q4,
Journal of Early Christian Studies,Q2,S53605168
Journal of Health Science and Medical Research,Q4,S4210215146
Journal of Pentecostal Theology,Q2,S35510167
Journal of Statistics Applications and Probability,Q3,
